	target_text
918	What grade do you learn probability
919	How do you express probability
920	When should I stop deep learning training
921	Why is deep learning taking off
922	What characteristic does deep learning have that traditional machine learning does not
923	What is Kappa statistics in accuracy assessment
924	What does kappa score mean
925	What is Kappa in cross validation
926	Can neural network work with dependent continuous variable
927	Are neural networks continuous
928	How do you call the process of predicting a continuous value
929	What is the use of exponential moving average
930	What are biased and unbiased samples
931	What is the difference between biased and random sample
932	What is ROC curve threshold
933	What is threshold in logistic regression
934	Why SVM does often obtain more accurate performance than logistic regression
935	How is SVM different from logistic regression
936	How does SVM improve accuracy
937	Why is image unstructured data
938	Which of the following is not structured data
939	What is the difference between descriptive and inferential statistics with examples
940	What is the difference between descriptive statistics and inferential statistics
941	What are two examples of inferential statistics
942	What is the difference between descriptive and analytical statistics
943	How do you evaluate classification
944	What is a binary classification model
945	How do you train binary classifier
946	What is logistic regression good for
947	What are the advantages of regression analysis
948	Why logistic regression is better than linear
949	What is difference between data science and data analytics
950	Is test statistic the same as Z score
